title,author,source,description,content,pub_date,url,photo_url
Wildfire Victims Don't Have Cell Service Thanks to Greedy Telecoms,"Karl Bode, Emanuel Maiberg",Vice News,Letting cheapskate corporations dictate government policy doesn’t end well for disaster victims—or anybody else.,"The California wildfires and PG&amp;Es incompetence are having a terrifying impact on the residents of California, who face not only immense risk to life and property, but a growing number of power and telecom-related outages that make a bad problem worse. 
… [+5548 chars]",2019-10-29,https://www.vice.com/en_us/article/ywa4p5/wildfire-victims-dont-have-cell-service-thanks-to-greedy-telecoms,"https://video-images.vice.com/articles/5db88589d8e59700927334de/lede/1572374377351-GettyImages-591911482.jpeg?crop=1xw:0.84375xh;center,center&resize=1200:*"
'Start Here': Northern California wildfire started near PG&E power facility,David Rind and Marc Nathanson,ABC News,"It's Friday, Oct. 25, 2019. Here's what you need to know to start your day.","It's Friday, Oct. 25, 2019. Let's start here.
Interested in Start Here Morning Briefing ?
Add Start Here Morning Briefing as an interest to stay up to date on the latest Start Here Morning Briefing news, video, and analysis from ABC News.
1. PG&amp;E probl… [+2989 chars]",2019-10-25,https://abcnews.go.com/US/start-here-northern-california-wildfire-started-pge-power-facility/story?id=66510841,https://s.abcnews.com/images/US/kincade-fire-ap-jef-191024_hpMain_16x9_992.jpg
'Start Here': Northern California wildfire started near PG&E power facility,David Rind and Marc Nathanson,ABC News,"It's Friday, Oct. 25, 2019. Here's what you need to know to start your day.","It's Friday, Oct. 25, 2019. Let's start here.
1. PG&amp;E problems
The Kincade Fire in Sonoma County, California, erupted near PG&amp;E power equipment that had just experienced an outage, according to an incident report filed by the company on Thursday.
L… [+2794 chars]",2019-10-25,https://abcnews.go.com/US/start-northern-california-wildfire-started-pge-power-facility/story?id=66510841,https://s.abcnews.com/images/US/kincade-fire-ap-jef-191024_hpMain_16x9_992.jpg
Getty fire in Los Angeles burns hundreds of acres - CBS News,,Youtube.com,"Getty fire in Los Angeles burns hundreds of acres CBS News Getty Fire Burns 618 Acres, Destroys Multiple Homes After Erupting in Sepulveda Pass KTLA Los Angeles Getty Fire updates: Blaze burns along 405 Freeway near Getty Center, destroys homes in LA KABC-TV …","A dangerous wildfire broke out overnight in Los Angeles. The Getty fire is threatening thousands of homes in the evacuation zone. CBS News correspondent Chris Martinez joined CBSN from the 405 freeway in Los Angeles with the latest.
Subscribe to the CBS News… [+1112 chars]",2019-10-28,https://www.youtube.com/watch?v=IhXuVGEhp4A,https://i.ytimg.com/vi/IhXuVGEhp4A/maxresdefault.jpg
Evacuation information and road closures due to Kincade Fire in Sonoma County - SFGate,Katie Dowd,Sfgate.com,Evacuation information and road closures due to Kincade Fire in Sonoma County SFGate Kincade Fire Update: Evacuation warnings expanded to include Santa Rosa KFSN-TV Kincade Fire: Most of West County Now Under Mandatory Evacuation KSRO 'You Cannot Fight This';…,"<ul><li>A back fire set by fire fighters burns a hillside near PG&amp;E power lines during firefighting operations to battle the Kincade Fire in Healdsburg, California on October 26, 2019. - US officials on October 26 ordered about 50,000 people to evacuate p… [+3732 chars]",2019-10-27,https://www.sfgate.com/california-wildfires/article/Evacuation-information-and-road-closures-sonoma-14565878.php,https://s.hdnux.com/photos/01/06/46/74/18509586/3/rawImage.jpg
The Latest: Wildfire in California wine country grows,,Yahoo.com,A wildfire burning in Northern California's wine country increased in size overnight but fire crews have kept pace containing the flames. California Department of Forestry and Fire Protection officials said Tuesday that the fire in Sonoma County north of San …,"SANTA ROSA, Calif. (AP) The Latest on planned power outages to prevent California wildfires (all times local):
8:25 a.m.
A wildfire burning in Northern California's wine country increased in size overnight but fire crews have kept pace containing the flames… [+2842 chars]",2019-10-29,https://finance.yahoo.com/news/latest-california-utility-begins-phase-143251715.html,https://s.yimg.com/uu/api/res/1.2/AhKsrgww6Qd2mosG5DYw4A--~B/aD0xOTMwO3c9Mjk1MztzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ap.org/364a105b0e50b5f9be73761e27e77184
Kincade fire in Sonoma County via satellite imagery,Nathan Yau,Flowingdata.com,"You can see the time-lapsed imagery with this browser. [via @weatherdak]… Tags: satellite imagery, wildfire","Become a member.Learn to visualize data.
From beginner to advanced.
What you get",2019-10-28,https://flowingdata.com/2019/10/28/kincade-fire-in-sonoma-county-via-satellite-imagery/,https://i1.wp.com/flowingdata.com/wp-content/uploads/2019/10/fire-from-above.gif?fit=1200%2C783&ssl=1
The Ratings Game: PG&E stock plunges toward record low after Citi warns it could be worthless,"Tomi Kilgore, Ciara Linnane",Marketwatch.com,"Shares of PG&E Corp. plummeted on heavy volume toward a record low Friday, after Citigroup warned that the latest California wildfire, which the utility may have helped start, could render them worthless.","Shares of PG&amp;E Corp. plummeted on heavy volume toward a record low Friday, after Citigroup warned that the latest California wildfire, which the utility may have helped start, could render them worthless.
PG&amp;E 
PCG, -30.49%
 said Friday that it fil… [+2942 chars]",2019-10-25,https://www.marketwatch.com/story/pge-stock-plunges-toward-record-low-after-citi-warns-it-could-be-worthless-2019-10-25,http://s.marketwatch.com/public/resources/MWimages/MW-HU048_Kincad_ZG_20191025152912.jpg
Thousands ordered to flee California wine country blaze,By Alex Dobuzinskis,Yahoo.com,"California firefighters raced against time on Saturday as they cut defensive lines against a wildfire in Sonoma County's famed wine country and authorities ordered 50,000 people to evacuate, ahead of winds that are forecast to pick up at night and spread the …","By Alex Dobuzinskis
LOS ANGELES (Reuters) - California firefighters raced against time on Saturday as they cut defensive lines against a wildfire in Sonoma County's famed wine country and authorities ordered 50,000 people to evacuate, ahead of winds that are… [+5137 chars]",2019-10-26,https://news.yahoo.com/bracing-winds-authorities-order-thousands-191337299.html,https://s.yimg.com/ny/api/res/1.2/sZqrYQz0j0Jyy0yV2k7pwA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MjEuNg--/https://s.yimg.com/uu/api/res/1.2/iqY.rQNIDIm3ZV5.MFiJvg--~B/aD00NTE7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/593d02aac0f2293b6c07b93a5a058f9a
"California fires see 200,000 evacuated while 3 million may lose power",Michael Le Page,New Scientist,"For the third year in a row an enormous wildfire is destroying homes and properties in California, with smaller fires raging elsewhere in the state","By Michael Le Page
The Kincade Fire in Healdsburg, California
PHILIP PACHECO/AFP/Getty
Nearly 200,000 people have been ordered to evacuate part of California near San Francisco as hurricane-force winds fan a large wildfire that began on 23 October. Meanwhi… [+1874 chars]",2019-10-28,https://www.newscientist.com/article/2221296-california-fires-see-200000-evacuated-while-3-million-may-lose-power/,https://images.newscientist.com/wp-content/uploads/2019/10/28112318/gettyimages-1178415582.jpg
"California declares state of emergency over wildfires, winds - CTV News",Terence Chea and Don Thompson,Ctvnews.ca,"California's governor declared a statewide emergency Sunday after officials ordered nearly 200,000 people to leave their homes as hurricane-force winds drove multiple wildfires through bone-dry vegetation.","SANTA ROSA, Calif. -- California's governor declared a statewide emergency Sunday after officials ordered nearly 200,000 people to leave their homes as hurricane-force winds drove multiple wildfires through bone-dry vegetation. Meanwhile, the state's largest … [+7006 chars]",2019-10-27,https://www.ctvnews.ca/world/california-declares-state-of-emergency-over-wildfires-winds-1.4657603,https://www.ctvnews.ca/polopoly_fs/1.4657612.1572192017!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg
'When I smelled that smoke... here we go again': Weary Californians seek shelter amid latest wildfire outbreak,"USA TODAY, Marco della Cava, USA TODAY",USA Today,"Chased from their homes by the Kincade Fire, California evacuees take refuge at Veterans Memorial Auditorium in Santa Rosa, other Red Cross shelters.","Fire crews in Northern California are working to smother wildfires using aircraft to drop water and fire retardant before windstorms return to the area. About 156,000 people were under mandatory evacuation orders. (Oct. 29)
 AP, AP
SANTA ROSA, Calif. Built … [+8797 chars]",2019-10-30,https://www.usatoday.com/story/news/nation/2019/10/29/kincade-fire-california-wildfire-evacuees-angry-and-thankful/2502227001/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2019/10/30/USAT/a09c794d-1260-4ebd-940e-6f66e77dee94-Puppies.jpg?crop=1820,1024,x0,y136&width=1600&height=800&fit=bounds"
Thousands in California brace for another planned blackout as high winds persist,Julia Jacobo,ABC News,PG&E has decided to move forward with a mass blackout that will affect hundreds of thousands of residents in Northern California due to wind forecasts.,"Pacific Gas and Electric Co. has decided to move forward with a mass blackout that will affect thousands of residents in Northern California expecting hot and windy weather.
The forecast poses a higher risk for damage and sparks on the electrical grid, which… [+2422 chars]",2019-10-23,https://abcnews.go.com/US/thousands-california-brace-planned-blackout-high-winds-persist/story?id=66470492,https://s.abcnews.com/images/US/twip-06-power-ap-191010_hpMain_1_16x9_992.jpg
Worst performing circuits mapped with fire risk,Nathan Yau,Flowingdata.com,This month PG&E has been shutting down power to thousands of households in northern California because of high winds and wildfire risk. A lot of electrical equipment in the area is dated and in…,"The Warriors’ Championship Path
As expected, this time, the Golden State Warriors won the …",2019-10-29,https://flowingdata.com/2019/10/29/worst-performing-circuits-mapped-with-fire-risk/,https://i1.wp.com/flowingdata.com/wp-content/uploads/2019/10/Fire-risk-and-bad-circuits.png?fit=1200%2C804&ssl=1
Firefighters Brace For 'Critical 24-Hour Window' As Winds Pick Up In California,Colin Dwyer,Npr.org,"The Kincade fire has burned over 75,000 acres in Northern California, while another blaze is 5 percent contained in Los Angeles. Gusty conditions will make the job even tougher for firefighters.","A fallen utility pole operated by Pacific Gas and Electric rests Monday on a burned-out property in Healdsburg, Calif. The community was just one of many in Sonoma County affected by the Kincade fire, which has swelled to a size larger than San Francisco.
Ph… [+3814 chars]",2019-10-29,https://www.npr.org/2019/10/29/774355965/firefighters-brace-for-critical-24-hour-window-as-winds-pick-up-in-california,https://media.npr.org/assets/img/2019/10/29/gettyimages-1178671610_wide-b8afa78484f15e2da0ba450ca5c36e118b6ddf90.jpg?s=1400
LeBron James and Arnold Schwarzenegger are among thousands of LA residents fleeing a fire near the Getty museum. Here are the latest updates.,Morgan McFall-Johnsen,Insider.com,"LeBron James and Arnold Schwarzenegger are among thousands of Los Angeles residents evacuating their homes due to a fire near the Getty Center. The fire broke out early Monday morning and has spread to over 500 acres. At least five homes have burned, and 10,0…","A fire that broke out near the Getty Center around 1:30 a.m. Monday morning has spread across more than 500 acres in Los Angeles.
The blaze, called the Getty Fire, has forced thousands to flee their homes, including LeBron James and Arnold Schwarzenegger.
T… [+4361 chars]",2019-10-28,https://www.insider.com/los-angeles-getty-fire-evacuations-updates-2019-10,https://image.businessinsider.com/5db73c48695b5801fc147abc?width=1200&format=jpeg
A Fast-Moving Wildfire in Sonoma County Shows No Signs of Slowing. Here's What to Know,Hillary Leung,Yahoo.com,Residents of the Northern California county were forced to evacuate as the rapidly burning Kincade Fire fanned southwards,"A fast-moving wildfire forced the late night evacuations of residents in a northern Californias Sonoma County as intense winds fanned flames southwards and tens of thousands are without power Wednesday night into early Thursday.
The Kincade Fire exploded in … [+1895 chars]",2019-10-24,https://news.yahoo.com/fast-moving-wildfire-sonoma-county-100648689.html,https://s.yimg.com/ny/api/res/1.2/6ESyDMiThqBSxThS7XkR9g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03NzcuNg--/https://s.yimg.com/uu/api/res/1.2/k_PQFMRkZCrWSOXTs04ILw--~B/aD0xMjE1O3c9MjAwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/time_72/fbac6c1f898eed5d20e058b7eb3d532b
Calif. wildfire fanned by 70 mph winds leaps out of control,CBSNews,Yahoo.com,"Evacuations ordered in Geyserville area of Sonoma County, near where power was cut as preventive measure","This article, Calif. wildfire fanned by 70 mph winds leaps out of control, originally appeared on CBSNews.com
Geysersville, California A fast-moving wildfire in rural Sonoma County, intensified by 70 mph winds, prompted officials to order evacuations, CBS Sa… [+2214 chars]",2019-10-24,https://news.yahoo.com/calif-wildfire-fanned-70-mph-125021375.html,https://s.yimg.com/ny/api/res/1.2/RUkc7BZNFpx.TYABDD0VJQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyNDA7aD03MDA-/https://s.yimg.com/uu/api/res/1.2/cOECSjN44ta162p6BCuHog--~B/aD0zNTA7dz02MjA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/cbs_news_897/e39addcc79f57aedb2811230046b0082
